id,common_name,scientific_name,confidence,rank,start_time,end_time,audio_path,county,lat,lon
476,Common raven,Corvus corax,0.851,2,11246.18,11258.18,audio/test3.flac,Humboldt,40.96733,-123.57905
477,Canada goose,Branta canadensis,0.999,2,5020.47,5032.47,audio/test1.flac,San Francisco,37.72067,-122.4289
478,Marbled murrelet,Brachyramphus marmoratus,0.909,2,11158.46,11170.46,audio/test2.flac,Imperial,33.21876,-116.10839
479,Wolf howl,Canis lupus,0.828,1,1078.74,1090.74,audio/test1.flac,Kern,35.74879,-119.446
480,Dog barks,NA,0.2,1,6367.35,6379.35,audio/test1.flac,Monterey,36.33437,-121.15559
481,Downy woodpecker call,Dryobates pubescens,0.514,3,4393.19,4405.19,audio/test2.flac,Imperial,33.23355,-115.96706
482,Common nighthawk call,Chordeiles minor,0.953,1,7865.38,7877.38,audio/test2.flac,Santa Cruz,36.96213,-121.98766
483,Great horned owl,Bubo virginianus,0.493,1,13900.62,13912.62,audio/test2.flac,San Bernardino,35.70631,-117.35264
484,Hermit thrush,Catharus guttatus,0.773,1,9053.51,9065.51,audio/test3.flac,Alpine,38.49767,-119.97691
485,Marbled murrelet,Brachyramphus marmoratus,0.87,3,14050.77,14062.77,,Lassen,40.5854,-120.48934
486,Sooty grouse,Dendragapus fuliginosus,0.918,2,11251.47,11263.47,audio/test1.flac,Merced,37.22168,-120.16521
487,Steller's jay,Cyanocitta stelleri,0.678,2,2028.85,2040.85,audio/test2.flac,Merced,36.98756,-120.52505
488,Wolf howl,Canis lupus,0.701,3,5750.8,5762.8,,Kings,35.82479,-119.91038
489,Great horned owl,Bubo virginianus,0.737,1,13228.76,13240.76,audio/test2.flac,San Benito,36.51006,-120.82769
490,Wrentit,Chamaea fasciata,0.832,2,13272.32,13284.32,,Merced,36.7845,-121.08559
491,Marbled murrelet,Brachyramphus marmoratus,0.816,3,11567.1,11579.1,audio/test1.flac,Tulare,35.93941,-118.25187
492,Northern flicker series,Colaptes auratus,0.565,3,4252.38,4264.38,audio/test1.flac,Glenn,39.56154,-122.35596
493,Swainson's thrush,Catharus ustulatus,0.623,3,2872.77,2884.77,audio/test2.flac,Placer,39.12389,-121.33801
494,Northern flicker series,Colaptes auratus,0.562,3,6020.64,6032.64,audio/test1.flac,Kings,35.85288,-119.67105
495,Swainson's thrush,Catharus ustulatus,0.832,2,7100.71,7112.71,audio/test3.flac,Colusa,39.07204,-122.02461
496,Common nighthawk call,Chordeiles minor,0.986,2,6893.04,6905.04,audio/test3.flac,Sacramento,38.33661,-121.2097
497,Great horned owl,Bubo virginianus,0.436,3,5995.55,6007.55,audio/test2.flac,Humboldt,40.92633,-124.12691
498,Wrentit,Chamaea fasciata,0.693,1,3197.26,3209.26,,Napa,38.31386,-122.49166
499,Marbled murrelet,Brachyramphus marmoratus,0.667,3,98.08,110.08,audio/test1.flac,Sonoma,38.68466,-122.94678
500,Olive-sided flycatcher,Contopus cooperi,0.962,3,6897.06,6909.06,audio/test1.flac,Madera,37.37906,-119.55487
501,Great horned owl,Bubo virginianus,0.789,3,3460.41,3472.41,audio/test1.flac,San Bernardino,34.39564,-114.57602
502,Northern flicker series,Colaptes auratus,0.732,1,9767.37,9779.37,audio/test2.flac,Colusa,39.01064,-122.00665
503,Wrentit,Chamaea fasciata,0.616,3,12221.32,12233.32,audio/test1.flac,Madera,37.06474,-119.32602
504,Swainson's thrush,Catharus ustulatus,0.724,2,10755.98,10767.98,audio/test3.flac,Santa Cruz,36.90656,-121.98007
505,Marbled murrelet,Brachyramphus marmoratus,0.874,2,390.29,402.29,audio/test1.flac,Mendocino,39.71313,-122.89341
506,Northern saw-whet owl,Aegolius acadicus,0.62,1,4851.52,4863.52,audio/test2.flac,Plumas,40.24391,-121.37205
507,Dog barks,NA,0.397,2,11396.16,11408.16,,Calaveras,38.25,-120.30719
508,Olive-sided flycatcher,Contopus cooperi,0.825,2,5471.55,5483.55,audio/test2.flac,Siskiyou,41.4496,-121.55805
509,Downy woodpecker call,Dryobates pubescens,0.34,2,2134.43,2146.43,audio/test3.flac,San Francisco,37.72954,-122.48352
510,Swainson's thrush,Catharus ustulatus,0.85,1,10517.7,10529.7,audio/test3.flac,Tehama,39.98005,-121.90881
511,Downy woodpecker call,Dryobates pubescens,0.643,2,6074.88,6086.88,audio/test1.flac,Modoc,41.59313,-121.24697
512,Olive-sided flycatcher,Contopus cooperi,0.81,2,1081.85,1093.85,audio/test1.flac,Yolo,38.60775,-121.90965
513,Wolf howl,Canis lupus,0.787,2,6719.2,6731.2,,Orange,33.62874,-117.95364
514,Northern flicker series,Colaptes auratus,0.499,3,2345.07,2357.07,,Monterey,36.65252,-120.5379
515,Wrentit,Chamaea fasciata,0.434,3,2594.91,2606.91,audio/test1.flac,Lassen,40.86851,-121.22107
516,Downy woodpecker call,Dryobates pubescens,0.554,2,14189.0,14201.0,audio/test1.flac,Santa Barbara,34.56249,-119.53977
517,Dog barks,NA,0.14,2,9440.39,9452.39,audio/test2.flac,San Joaquin,38.14238,-121.37559
518,Hermit thrush,Catharus guttatus,0.807,3,10377.59,10389.59,,Glenn,39.57269,-122.62532
519,Northern flicker 'skew',Colaptes auratus,0.676,1,9017.09,9029.09,,Monterey,36.37056,-121.2559
520,Hermit thrush,Catharus guttatus,0.825,2,1973.34,1985.34,,Alpine,38.41859,-119.96632
521,Canada goose,Branta canadensis,0.8,2,9379.39,9391.39,audio/test3.flac,Plumas,39.95294,-120.46508
522,Common nighthawk call,Chordeiles minor,0.82,3,13839.22,13851.22,audio/test3.flac,Kern,34.87575,-119.09249
523,Common raven,Corvus corax,0.747,2,7115.29,7127.29,audio/test3.flac,Stanislaus,37.77548,-121.36082
524,Canada goose,Branta canadensis,0.831,3,9048.25,9060.25,,Kern,35.34556,-119.07383
525,Wolf howl,Canis lupus,0.833,2,1377.39,1389.39,,San Benito,36.62791,-121.10317
526,Downy woodpecker call,Dryobates pubescens,0.686,3,2276.4,2288.4,,Monterey,36.14577,-121.47163
527,Hermit thrush,Catharus guttatus,0.999,2,2544.92,2556.92,,Calaveras,38.42578,-120.00654
528,Woodpecker spp. drum,NA,0.742,1,1846.5,1858.5,audio/test3.flac,Mono,37.9459,-118.41338
529,Marbled murrelet,Brachyramphus marmoratus,0.88,2,6066.47,6078.47,,Stanislaus,37.48265,-120.42358
530,Swainson's thrush,Catharus ustulatus,0.703,2,10826.34,10838.34,,Santa Cruz,37.07017,-121.98727
531,Northern saw-whet owl,Aegolius acadicus,0.612,1,4078.22,4090.22,audio/test2.flac,Calaveras,38.41714,-120.69112
532,Marbled murrelet,Brachyramphus marmoratus,0.999,1,10583.93,10595.93,,Siskiyou,41.38518,-123.27576
533,Great horned owl,Bubo virginianus,0.442,3,12972.1,12984.1,audio/test1.flac,Plumas,40.05633,-120.14172
534,Northern flicker 'skew',Colaptes auratus,0.882,3,13057.62,13069.62,audio/test1.flac,Kings,35.90316,-119.76372
535,Olive-sided flycatcher,Contopus cooperi,0.886,1,6864.08,6876.08,audio/test1.flac,Yolo,38.89673,-121.59056
536,Sooty grouse,Dendragapus fuliginosus,0.835,3,7873.96,7885.96,audio/test3.flac,Tehama,39.8934,-122.63131
537,Swainson's thrush,Catharus ustulatus,0.821,3,2516.39,2528.39,audio/test1.flac,Tulare,36.27786,-118.42623
538,Downy woodpecker call,Dryobates pubescens,0.402,2,2690.43,2702.43,audio/test1.flac,Imperial,33.39929,-114.71325
539,Downy woodpecker call,Dryobates pubescens,0.604,2,4452.82,4464.82,,Plumas,40.1781,-120.97941
540,Olive-sided flycatcher,Contopus cooperi,0.999,2,4747.24,4759.24,audio/test1.flac,Napa,38.38987,-122.07254
541,Wrentit,Chamaea fasciata,0.878,3,6912.06,6924.06,,Kings,36.2647,-119.69288
542,Northern saw-whet owl,Aegolius acadicus,0.503,1,2703.56,2715.56,audio/test2.flac,Sonoma,38.21135,-122.40733
543,Canada goose,Branta canadensis,0.863,3,12215.54,12227.54,audio/test1.flac,Glenn,39.52693,-122.42943
544,Swainson's thrush,Catharus ustulatus,0.973,3,4147.18,4159.18,,Santa Cruz,36.91438,-121.96148
545,Common raven,Corvus corax,0.846,1,4184.3,4196.3,audio/test3.flac,Colusa,39.11151,-122.57003
546,Northern saw-whet owl,Aegolius acadicus,0.32,1,14326.78,14338.78,audio/test3.flac,San Francisco,37.81971,-122.37712
547,Canada goose,Branta canadensis,0.929,3,7760.77,7772.77,audio/test3.flac,San Mateo,37.29042,-122.10565
548,Marbled murrelet,Brachyramphus marmoratus,0.849,3,9018.44,9030.44,audio/test3.flac,Butte,39.79147,-121.32477
549,Downy woodpecker call,Dryobates pubescens,0.636,3,633.9,645.9,,Los Angeles,34.17068,-118.52451
550,Common nighthawk boom,Chordeiles minor,0.884,3,9589.67,9601.67,,El Dorado,38.5684,-120.64077
551,Marbled murrelet,Brachyramphus marmoratus,0.857,3,14120.62,14132.62,audio/test1.flac,Humboldt,40.71018,-123.95163
552,Dog barks,NA,0.199,3,8064.38,8076.38,,Santa Cruz,36.96859,-121.9465
553,Canada goose,Branta canadensis,0.709,2,7638.45,7650.45,,Ventura,34.70685,-119.259
554,Great horned owl,Bubo virginianus,0.531,2,4752.63,4764.63,audio/test3.flac,San Francisco,37.76297,-122.4642
555,Common nighthawk boom,Chordeiles minor,0.894,3,14173.42,14185.42,audio/test3.flac,Riverside,33.62639,-117.15218
556,Olive-sided flycatcher,Contopus cooperi,0.705,3,13802.76,13814.76,,Ventura,34.26677,-118.93261
557,Wolf howl,Canis lupus,0.587,3,13172.5,13184.5,audio/test3.flac,Los Angeles,33.73844,-118.72202
558,Canada goose,Branta canadensis,0.971,1,927.97,939.97,audio/test3.flac,Kern,35.5166,-117.88372
559,Downy woodpecker call,Dryobates pubescens,0.491,1,11907.76,11919.76,audio/test3.flac,Lake,39.18371,-122.93574
560,Canada goose,Branta canadensis,0.796,2,8805.79,8817.79,audio/test1.flac,Ventura,34.48191,-119.0143
561,Woodpecker spp. drum,NA,0.744,3,773.8,785.8,audio/test3.flac,Kern,35.17358,-118.15516
562,Marbled murrelet,Brachyramphus marmoratus,0.936,1,11197.63,11209.63,,Napa,38.4475,-122.26786
563,Great horned owl,Bubo virginianus,0.521,2,3529.81,3541.81,audio/test3.flac,Yolo,38.88464,-122.19505
564,Northern saw-whet owl,Aegolius acadicus,0.48,3,21.93,33.93,,Calaveras,37.93678,-120.01831
565,Great horned owl,Bubo virginianus,0.401,1,13940.97,13952.97,audio/test1.flac,San Joaquin,37.94589,-121.11203
566,Common nighthawk boom,Chordeiles minor,0.999,2,6550.98,6562.98,audio/test2.flac,Yolo,38.65807,-121.75834
567,Northern flicker series,Colaptes auratus,0.651,3,12009.39,12021.39,audio/test2.flac,Lake,39.3504,-122.31313
568,Sooty grouse,Dendragapus fuliginosus,0.743,2,9488.39,9500.39,,San Luis Obispo,35.58444,-120.22042
569,Marbled murrelet,Brachyramphus marmoratus,0.938,2,1203.04,1215.04,,Fresno,36.91935,-120.01803
570,Northern flicker series,Colaptes auratus,0.712,2,14171.4,14183.4,audio/test1.flac,Sutter,39.06088,-121.49504
571,Marbled murrelet,Brachyramphus marmoratus,0.945,2,3115.08,3127.08,audio/test2.flac,Stanislaus,37.91732,-120.78207
572,Dog barks,NA,0.298,1,13021.45,13033.45,audio/test2.flac,Sutter,39.12555,-121.53185
573,Common nighthawk boom,Chordeiles minor,0.975,1,7470.93,7482.93,,Mendocino,39.1999,-123.74523
574,Woodpecker spp. drum,NA,0.776,2,2043.53,2055.53,,Glenn,39.7231,-122.41916
575,Northern saw-whet owl,Aegolius acadicus,0.476,2,12165.55,12177.55,audio/test3.flac,Calaveras,37.84653,-120.27661
576,Dog barks,NA,0.441,3,3754.28,3766.28,audio/test1.flac,Tuolumne,37.7715,-119.89469
577,Canada goose,Branta canadensis,0.789,3,1240.88,1252.88,audio/test3.flac,Kern,34.86508,-118.37737
578,Wolf howl,Canis lupus,0.833,1,3592.82,3604.82,audio/test2.flac,Lake,38.97362,-122.61404
579,Northern saw-whet owl,Aegolius acadicus,0.265,1,4097.67,4109.67,,San Francisco,37.70161,-122.36179
580,Sooty grouse,Dendragapus fuliginosus,0.713,2,9602.76,9614.76,audio/test3.flac,Merced,37.59676,-120.44112
581,Common nighthawk boom,Chordeiles minor,0.712,2,8841.61,8853.61,audio/test1.flac,Del Norte,41.67669,-124.21548
582,Downy woodpecker call,Dryobates pubescens,0.756,2,11880.25,11892.25,audio/test1.flac,Marin,38.22497,-122.62464
583,Northern flicker 'skew',Colaptes auratus,0.599,1,12921.27,12933.27,,Placer,39.02778,-121.0725
584,Canada goose,Branta canadensis,0.799,2,12452.56,12464.56,audio/test2.flac,Stanislaus,37.31286,-121.13398
585,Wrentit,Chamaea fasciata,0.704,1,9867.05,9879.05,audio/test1.flac,Santa Clara,37.46124,-121.33515
586,Northern flicker series,Colaptes auratus,0.635,2,13402.57,13414.57,audio/test3.flac,Mariposa,37.72019,-119.31779
587,Swainson's thrush,Catharus ustulatus,0.999,1,4953.5,4965.5,audio/test2.flac,Yuba,39.39708,-121.27288
588,Swainson's thrush,Catharus ustulatus,0.61,1,9106.96,9118.96,,El Dorado,38.89805,-120.89605
589,Common nighthawk boom,Chordeiles minor,0.74,1,1960.65,1972.65,audio/test1.flac,Sutter,39.02417,-121.40454
590,Common nighthawk call,Chordeiles minor,0.669,1,7233.73,7245.73,,Monterey,36.08889,-121.54079
591,Marbled murrelet,Brachyramphus marmoratus,0.823,3,9470.63,9482.63,audio/test2.flac,Santa Barbara,34.70365,-120.23472
592,Wolf howl,Canis lupus,0.711,2,12290.12,12302.12,audio/test1.flac,San Francisco,37.77091,-122.42806
593,Marbled murrelet,Brachyramphus marmoratus,0.861,3,12628.1,12640.1,audio/test1.flac,Sonoma,38.38449,-123.1769
594,Northern flicker series,Colaptes auratus,0.514,2,4772.08,4784.08,,San Luis Obispo,35.72832,-120.01196
595,Northern saw-whet owl,Aegolius acadicus,0.543,2,11776.53,11788.53,audio/test3.flac,Butte,39.44598,-121.68696
596,Marbled murrelet,Brachyramphus marmoratus,0.999,2,936.23,948.23,audio/test1.flac,Sonoma,38.78233,-122.87918
597,Northern saw-whet owl,Aegolius acadicus,0.438,1,2727.93,2739.93,audio/test2.flac,Plumas,39.94462,-120.82915
598,Dog barks,NA,0.05,1,10005.08,10017.08,audio/test3.flac,San Benito,36.39084,-121.30713
599,Swainson's thrush,Catharus ustulatus,0.78,1,11773.63,11785.63,audio/test2.flac,Tehama,40.13299,-122.68794
600,Dog barks,NA,0.299,3,179.92,191.92,audio/test3.flac,San Benito,36.90045,-121.03173
601,Dog barks,NA,0.179,1,13045.79,13057.79,audio/test2.flac,Nevada,39.19814,-120.90905
602,Wrentit,Chamaea fasciata,0.969,2,7137.2,7149.2,audio/test1.flac,Santa Clara,37.4747,-122.16919
603,Northern saw-whet owl,Aegolius acadicus,0.531,3,12642.81,12654.81,,Placer,39.37916,-120.32459
604,Woodpecker spp. drum,NA,0.939,3,12342.37,12354.37,,Monterey,35.86535,-120.81429
605,Dog barks,NA,0.42,3,14320.1,14332.1,audio/test1.flac,San Benito,36.22361,-120.73421
606,Hermit thrush,Catharus guttatus,0.961,2,820.24,832.24,audio/test2.flac,Alameda,37.54689,-122.13872
607,Dog barks,NA,0.316,1,13366.63,13378.63,audio/test2.flac,Napa,38.33612,-122.08734
608,Swainson's thrush,Catharus ustulatus,0.793,1,9296.93,9308.93,,Butte,39.74665,-121.30003
609,Swainson's thrush,Catharus ustulatus,0.581,2,13765.84,13777.84,audio/test2.flac,El Dorado,38.56002,-121.01646
610,Northern saw-whet owl,Aegolius acadicus,0.677,3,7297.98,7309.98,audio/test3.flac,Shasta,40.77581,-121.83224
611,Swainson's thrush,Catharus ustulatus,0.931,3,243.06,255.06,audio/test1.flac,Lassen,40.36561,-120.37092
612,Downy woodpecker call,Dryobates pubescens,0.678,2,1289.82,1301.82,,Yuba,39.25308,-121.39976
613,Sooty grouse,Dendragapus fuliginosus,0.756,2,197.4,209.4,audio/test3.flac,San Joaquin,37.9554,-121.55762
614,Common nighthawk boom,Chordeiles minor,0.857,2,6355.09,6367.09,audio/test2.flac,Mendocino,38.76981,-123.96409
615,Dog barks,NA,0.084,1,10683.31,10695.31,,Mendocino,39.50626,-122.87345
616,Sooty grouse,Dendragapus fuliginosus,0.816,3,928.85,940.85,audio/test3.flac,Santa Barbara,34.34419,-120.23002
617,Wrentit,Chamaea fasciata,0.739,2,7538.6,7550.6,,Lassen,40.44252,-120.86593
618,Sooty grouse,Dendragapus fuliginosus,0.752,1,6445.63,6457.63,audio/test1.flac,San Joaquin,37.71724,-121.43139
619,Downy woodpecker call,Dryobates pubescens,0.563,2,3638.56,3650.56,audio/test3.flac,Riverside,33.89194,-114.44648
620,Marbled murrelet,Brachyramphus marmoratus,0.879,3,8108.34,8120.34,audio/test2.flac,Siskiyou,41.86309,-122.92487
621,Northern saw-whet owl,Aegolius acadicus,0.406,1,2006.6,2018.6,audio/test1.flac,Plumas,39.87777,-121.34159
622,Marbled murrelet,Brachyramphus marmoratus,0.999,1,508.03,520.03,,Santa Barbara,34.61047,-119.34633
623,Dog barks,NA,0.281,3,4368.68,4380.68,audio/test3.flac,Tuolumne,37.79266,-120.06219
624,Swainson's thrush,Catharus ustulatus,0.748,1,6516.11,6528.11,audio/test3.flac,Colusa,38.92471,-122.60273
625,Woodpecker spp. drum,NA,0.847,1,1806.64,1818.64,audio/test1.flac,Butte,39.38904,-121.60395
626,Wolf howl,Canis lupus,0.825,2,10967.89,10979.89,,Solano,38.43776,-122.01697
627,Hermit thrush,Catharus guttatus,0.855,2,11831.73,11843.73,audio/test1.flac,Solano,38.04812,-121.72791
628,Downy woodpecker call,Dryobates pubescens,0.562,3,4131.55,4143.55,audio/test2.flac,Kings,35.92568,-119.88674
629,Swainson's thrush,Catharus ustulatus,0.839,1,6208.01,6220.01,,Riverside,33.70313,-114.92592
630,Sooty grouse,Dendragapus fuliginosus,0.966,3,5430.18,5442.18,audio/test1.flac,Merced,37.27407,-121.15044
631,Steller's jay,Cyanocitta stelleri,0.683,2,10581.65,10593.65,audio/test2.flac,Sierra,39.46802,-120.46489
632,Dog barks,NA,0.219,3,13719.23,13731.23,,Colusa,39.50587,-122.43563
633,Canada goose,Branta canadensis,0.957,3,11941.05,11953.05,audio/test2.flac,Sonoma,38.52263,-122.81165
634,Common nighthawk boom,Chordeiles minor,0.75,2,11537.09,11549.09,,El Dorado,38.96797,-121.06741
635,Marbled murrelet,Brachyramphus marmoratus,0.936,2,13975.77,13987.77,,Amador,38.50508,-120.92669
636,Common raven,Corvus corax,0.822,3,7423.6,7435.6,audio/test2.flac,Del Norte,41.81829,-124.16597
637,Great horned owl,Bubo virginianus,0.587,1,424.82,436.82,audio/test1.flac,Yolo,38.70562,-121.59692
638,Steller's jay,Cyanocitta stelleri,0.984,1,11773.42,11785.42,,Modoc,41.82731,-121.23416
639,Northern flicker 'skew',Colaptes auratus,0.762,3,7749.68,7761.68,audio/test1.flac,Merced,36.82241,-120.29434
640,Olive-sided flycatcher,Contopus cooperi,0.902,3,13156.61,13168.61,audio/test2.flac,Plumas,39.84869,-120.3645
641,Dog barks,NA,0.204,3,4524.28,4536.28,,Inyo,36.96654,-116.94468
642,Common nighthawk boom,Chordeiles minor,0.768,3,5662.83,5674.83,audio/test1.flac,Yolo,38.39611,-121.69937
643,Hermit thrush,Catharus guttatus,0.99,3,3155.93,3167.93,audio/test3.flac,Santa Clara,37.44269,-121.76239
644,Common nighthawk boom,Chordeiles minor,0.888,2,12082.54,12094.54,audio/test3.flac,Marin,38.00065,-122.37791
645,Hermit thrush,Catharus guttatus,0.81,2,7216.61,7228.61,audio/test2.flac,San Francisco,37.82561,-122.47376
646,Dog barks,NA,0.303,2,3488.16,3500.16,,Calaveras,38.19577,-120.08239
647,Common nighthawk call,Chordeiles minor,0.936,2,8110.15,8122.15,audio/test3.flac,Imperial,33.01262,-114.58091
648,Wolf howl,Canis lupus,0.893,1,9245.44,9257.44,audio/test2.flac,Calaveras,37.89701,-120.08801
649,Woodpecker spp. drum,NA,0.867,3,8282.02,8294.02,audio/test2.flac,Contra Costa,37.73804,-121.79093
650,Northern flicker series,Colaptes auratus,0.731,1,1125.72,1137.72,audio/test1.flac,Tehama,40.27063,-122.93803
651,Sooty grouse,Dendragapus fuliginosus,0.916,2,13368.28,13380.28,audio/test1.flac,Santa Clara,37.28644,-121.32287
652,Swainson's thrush,Catharus ustulatus,0.798,3,11753.39,11765.39,audio/test1.flac,Placer,39.0791,-120.70692
653,Woodpecker spp. drum,NA,0.785,3,1062.74,1074.74,audio/test2.flac,San Diego,33.08746,-117.29373
654,Dog barks,NA,0.102,2,4472.74,4484.74,audio/test3.flac,Kern,35.54113,-119.15155
655,Marbled murrelet,Brachyramphus marmoratus,0.653,3,9917.22,9929.22,audio/test3.flac,Nevada,39.42531,-120.06027
656,Swainson's thrush,Catharus ustulatus,0.697,2,3746.02,3758.02,audio/test1.flac,El Dorado,38.58593,-120.84761
657,Marbled murrelet,Brachyramphus marmoratus,0.662,2,10758.4,10770.4,,Butte,39.61765,-121.41037
658,Downy woodpecker call,Dryobates pubescens,0.479,2,4446.41,4458.41,,Mono,37.6149,-119.43235
659,Dog barks,NA,0.308,1,6089.26,6101.26,,Santa Cruz,37.13608,-121.59827
660,Northern flicker series,Colaptes auratus,0.574,2,4406.37,4418.37,audio/test3.flac,Glenn,39.34319,-122.34454
661,Common nighthawk call,Chordeiles minor,0.862,1,1452.79,1464.79,,Imperial,33.41206,-115.17138
662,Dog barks,NA,0.215,2,7372.28,7384.28,,Sutter,39.14644,-121.6915
663,Wrentit,Chamaea fasciata,0.71,1,9211.69,9223.69,audio/test1.flac,Modoc,41.21082,-121.00011
664,Great horned owl,Bubo virginianus,0.439,2,1080.17,1092.17,audio/test2.flac,San Bernardino,34.98205,-114.83117
665,Marbled murrelet,Brachyramphus marmoratus,0.827,2,2396.52,2408.52,audio/test3.flac,Nevada,39.47632,-120.55272
666,Common nighthawk boom,Chordeiles minor,0.813,1,3517.99,3529.99,audio/test3.flac,Sonoma,38.53969,-123.04298
667,Woodpecker spp. drum,NA,0.865,2,11299.21,11311.21,audio/test1.flac,Merced,37.15916,-120.37704
668,Swainson's thrush,Catharus ustulatus,0.742,3,1319.12,1331.12,audio/test2.flac,Stanislaus,37.46307,-121.28695
669,Canada goose,Branta canadensis,0.938,3,6122.3,6134.3,,Stanislaus,37.5144,-121.1563
670,Northern flicker 'skew',Colaptes auratus,0.806,2,13865.85,13877.85,,Kings,36.41982,-120.19394
671,Dog barks,NA,0.356,2,11843.13,11855.13,audio/test1.flac,Tulare,36.12298,-118.16734
672,Wolf howl,Canis lupus,0.754,1,3770.7,3782.7,audio/test2.flac,Monterey,36.16542,-120.45087
673,Hermit thrush,Catharus guttatus,0.879,2,7216.32,7228.32,audio/test3.flac,Sacramento,38.61384,-121.41219
674,Great horned owl,Bubo virginianus,0.728,3,12538.63,12550.63,audio/test1.flac,Alpine,38.43081,-119.96417
675,Woodpecker spp. drum,NA,0.807,1,1545.16,1557.16,audio/test3.flac,Mendocino,39.53887,-123.40964
676,Dog barks,NA,0.365,3,5567.22,5579.22,,Sierra,39.79206,-120.23853
677,Marbled murrelet,Brachyramphus marmoratus,0.726,1,1799.98,1811.98,,Sonoma,38.69346,-123.34534
678,Swainson's thrush,Catharus ustulatus,0.969,1,13286.65,13298.65,audio/test2.flac,El Dorado,38.89556,-121.09534
679,Swainson's thrush,Catharus ustulatus,0.916,2,6951.93,6963.93,,Tulare,35.79776,-119.20957
680,Steller's jay,Cyanocitta stelleri,0.606,3,9243.14,9255.14,audio/test3.flac,Modoc,41.79222,-120.67164
681,Wrentit,Chamaea fasciata,0.543,2,12647.16,12659.16,audio/test2.flac,Imperial,33.0735,-115.18234
682,Common nighthawk call,Chordeiles minor,0.48,1,10748.49,10760.49,audio/test3.flac,Kern,35.67056,-118.16036
683,Downy woodpecker call,Dryobates pubescens,0.471,3,5895.54,5907.54,audio/test3.flac,Solano,38.46065,-121.75406
684,Common nighthawk boom,Chordeiles minor,0.999,3,1270.62,1282.62,audio/test2.flac,Shasta,40.60688,-122.15029
685,Woodpecker spp. drum,NA,0.789,3,9322.33,9334.33,,Santa Clara,37.2702,-121.43595
686,Woodpecker spp. drum,NA,0.835,2,6258.35,6270.35,audio/test1.flac,Glenn,39.78382,-122.68975
687,Wolf howl,Canis lupus,0.571,3,13513.67,13525.67,audio/test3.flac,Calaveras,38.09604,-120.77389
688,Wrentit,Chamaea fasciata,0.838,3,11571.07,11583.07,audio/test2.flac,San Benito,36.37382,-120.74548
689,Wolf howl,Canis lupus,0.823,1,564.55,576.55,audio/test3.flac,Sacramento,38.21144,-121.44976
690,Woodpecker spp. drum,NA,0.637,1,12186.8,12198.8,audio/test3.flac,Ventura,34.72393,-119.45025
691,Common nighthawk call,Chordeiles minor,0.812,1,12169.35,12181.35,,Mendocino,39.19574,-122.95492
692,Wrentit,Chamaea fasciata,0.924,3,13320.56,13332.56,audio/test2.flac,Napa,38.54657,-122.47994
693,Canada goose,Branta canadensis,0.872,1,7894.08,7906.08,audio/test1.flac,San Diego,33.26733,-117.48505
694,Woodpecker spp. drum,NA,0.874,3,10573.09,10585.09,audio/test3.flac,Mono,37.63153,-118.11132
695,Marbled murrelet,Brachyramphus marmoratus,0.704,1,13369.64,13381.64,,Fresno,36.54201,-120.70295
696,Marbled murrelet,Brachyramphus marmoratus,0.814,3,6369.52,6381.52,audio/test2.flac,Fresno,36.78755,-118.60304
697,Swainson's thrush,Catharus ustulatus,0.888,3,8553.18,8565.18,audio/test2.flac,Santa Cruz,37.07721,-122.07312
698,Canada goose,Branta canadensis,0.835,1,13062.96,13074.96,audio/test2.flac,Nevada,39.60966,-120.7028
699,Downy woodpecker call,Dryobates pubescens,0.53,3,10455.52,10467.52,audio/test1.flac,Plumas,40.3337,-120.41065
700,Canada goose,Branta canadensis,0.873,3,2263.96,2275.96,audio/test3.flac,Madera,37.27769,-119.36508
701,Dog barks,NA,0.207,3,10270.58,10282.58,audio/test2.flac,San Benito,36.50165,-120.7092
702,Dog barks,NA,0.41,1,6077.77,6089.77,audio/test3.flac,San Francisco,37.72843,-122.48282
703,Northern flicker 'skew',Colaptes auratus,0.875,1,1919.25,1931.25,,Fresno,37.32254,-120.13412
704,Olive-sided flycatcher,Contopus cooperi,0.853,3,9625.01,9637.01,,Colusa,39.1704,-122.22362
705,Wrentit,Chamaea fasciata,0.941,3,4858.87,4870.87,audio/test3.flac,Siskiyou,41.30854,-123.32873
706,Northern flicker 'skew',Colaptes auratus,0.891,1,5833.32,5845.32,audio/test1.flac,Fresno,36.29411,-119.26081
707,Wrentit,Chamaea fasciata,0.704,3,1895.44,1907.44,audio/test3.flac,Plumas,39.96184,-120.7341
708,Marbled murrelet,Brachyramphus marmoratus,0.861,3,6968.8,6980.8,audio/test3.flac,Fresno,37.28721,-118.91919
709,Hermit thrush,Catharus guttatus,0.78,3,4787.55,4799.55,,Los Angeles,33.75193,-118.62373
710,Steller's jay,Cyanocitta stelleri,0.789,1,5498.97,5510.97,audio/test3.flac,Napa,38.41103,-122.61036
711,Wolf howl,Canis lupus,0.689,3,2629.77,2641.77,,Orange,33.86322,-118.02573
712,Dog barks,NA,0.167,3,14317.67,14329.67,audio/test1.flac,Santa Cruz,37.07357,-121.78526
713,Dog barks,NA,0.172,1,4569.64,4581.64,,Sierra,39.50392,-120.4188
714,Sooty grouse,Dendragapus fuliginosus,0.706,2,4087.18,4099.18,audio/test2.flac,Lake,38.78182,-122.79812
715,Woodpecker spp. drum,NA,0.505,3,377.73,389.73,audio/test3.flac,Yuba,39.33025,-121.38987
