id,common_name,scientific_name,confidence,rank,start_time,end_time,audio_path,county,lat,lon,date,ARU_ID
756,Olive-sided flycatcher,Contopus cooperi,0.883,2,5403.67,5415.67,audio/test2.flac,Sutter,38.87908,-121.52318,2026-03-19,9874
757,Hermit thrush,Catharus guttatus,0.792,2,11518.86,11530.86,audio/test3.flac,San Diego,32.6385,-116.08285,2026-03-25,2452
758,Sooty grouse,Dendragapus fuliginosus,0.999,2,10309.96,10321.96,audio/test2.flac,San Joaquin,37.93755,-121.08642,2026-02-11,1213
759,Steller's jay,Cyanocitta stelleri,0.617,3,11746.77,11758.77,,Santa Clara,37.40715,-121.60075,2026-03-01,3332
760,Wrentit,Chamaea fasciata,0.859,1,12310.58,12322.58,audio/test1.flac,Contra Costa,37.96002,-121.82328,2026-02-26,2452
761,Great horned owl,Bubo virginianus,0.467,2,6676.36,6688.36,,San Luis Obispo,35.48034,-119.59612,2026-02-26,2452
762,Olive-sided flycatcher,Contopus cooperi,0.944,1,463.75,475.75,audio/test1.flac,Sonoma,38.2522,-122.76344,2026-03-28,1213
763,Northern flicker 'skew',Colaptes auratus,0.737,1,14023.78,14035.78,audio/test1.flac,Madera,37.26035,-119.8539,2026-01-28,3332
764,Hermit thrush,Catharus guttatus,0.999,3,10584.09,10596.09,audio/test1.flac,Alpine,38.58869,-119.78698,2026-03-07,2212
765,Swainson's thrush,Catharus ustulatus,0.751,3,6747.06,6759.06,audio/test1.flac,Orange,33.86412,-117.58214,2026-03-02,1556
766,Northern flicker 'skew',Colaptes auratus,0.603,3,7005.01,7017.01,audio/test1.flac,Madera,37.62567,-119.21793,2026-04-12,4653
767,Olive-sided flycatcher,Contopus cooperi,0.97,3,12808.26,12820.26,,Napa,38.66154,-122.31018,2026-04-26,4653
768,Woodpecker spp. drum,NA,0.739,2,10917.63,10929.63,audio/test1.flac,San Bernardino,35.60641,-115.91788,2026-04-12,1213
769,Wrentit,Chamaea fasciata,0.985,3,5496.88,5508.88,audio/test1.flac,Siskiyou,41.43205,-123.53827,2026-04-05,1556
770,Great horned owl,Bubo virginianus,0.559,1,10925.49,10937.49,audio/test2.flac,Monterey,36.67595,-121.55928,2026-01-22,9874
771,Canada goose,Branta canadensis,0.879,1,7620.32,7632.32,audio/test2.flac,Inyo,37.27783,-115.97115,2026-03-26,1213
772,Downy woodpecker call,Dryobates pubescens,0.748,1,3520.03,3532.03,audio/test2.flac,Los Angeles,34.04122,-118.63251,2026-01-11,2212
773,Northern flicker 'skew',Colaptes auratus,0.765,3,14329.76,14341.76,audio/test3.flac,Tuolumne,38.19869,-120.30279,2026-02-06,2452
774,Marbled murrelet,Brachyramphus marmoratus,0.851,3,9171.67,9183.67,audio/test3.flac,Nevada,39.41069,-121.08641,2026-03-07,1334
775,Woodpecker spp. drum,NA,0.8,1,8205.31,8217.31,audio/test2.flac,Modoc,41.44271,-120.29184,2026-03-26,3332
776,Wrentit,Chamaea fasciata,0.806,3,13817.57,13829.57,audio/test3.flac,Kings,36.31657,-120.18618,2026-03-23,1556
777,Olive-sided flycatcher,Contopus cooperi,0.93,3,12642.37,12654.37,audio/test1.flac,Los Angeles,34.4895,-117.89199,2026-03-21,1556
778,Sooty grouse,Dendragapus fuliginosus,0.816,3,6760.49,6772.49,audio/test1.flac,San Joaquin,37.61623,-121.05405,2026-02-12,2212
779,Olive-sided flycatcher,Contopus cooperi,0.701,1,12779.44,12791.44,audio/test2.flac,Sutter,38.92948,-121.51306,2026-01-12,1213
780,Canada goose,Branta canadensis,0.936,3,7558.84,7570.84,audio/test3.flac,San Luis Obispo,35.1443,-119.83893,2026-04-15,4653
781,Dog barks,NA,0.256,3,10193.35,10205.35,audio/test1.flac,San Bernardino,35.39228,-114.64944,2026-04-07,2452
782,Olive-sided flycatcher,Contopus cooperi,0.704,2,7396.26,7408.26,audio/test1.flac,Trinity,40.8264,-122.66868,2026-01-31,4653
783,Great horned owl,Bubo virginianus,0.717,3,9504.37,9516.37,audio/test1.flac,Sierra,39.51328,-120.32774,2026-03-28,1334
784,Canada goose,Branta canadensis,0.821,3,9005.68,9017.68,audio/test2.flac,Lassen,40.37221,-121.19166,2026-02-09,4653
785,Common raven,Corvus corax,0.956,2,5844.64,5856.64,audio/test1.flac,Monterey,36.05182,-120.68344,2026-01-29,1556
786,Downy woodpecker call,Dryobates pubescens,0.569,3,13264.15,13276.15,audio/test2.flac,San Francisco,37.81619,-122.38984,2026-04-14,3332
787,Downy woodpecker call,Dryobates pubescens,0.65,3,4560.06,4572.06,,Yuba,39.3436,-121.19928,2026-01-26,4653
788,Downy woodpecker call,Dryobates pubescens,0.565,2,617.76,629.76,audio/test1.flac,Ventura,34.72203,-119.21248,2026-01-19,9874
789,Woodpecker spp. drum,NA,0.56,1,4382.69,4394.69,audio/test3.flac,Santa Barbara,35.04133,-119.92961,2026-01-04,3332
790,Canada goose,Branta canadensis,0.892,1,5704.06,5716.06,,Amador,38.31298,-120.58702,2026-01-06,1556
791,Marbled murrelet,Brachyramphus marmoratus,0.667,1,11326.44,11338.44,audio/test1.flac,Mariposa,37.43303,-119.88817,2026-02-01,1334
792,Northern flicker 'skew',Colaptes auratus,0.909,2,10050.67,10062.67,audio/test3.flac,Butte,39.96616,-121.17949,2026-03-02,3332
793,Woodpecker spp. drum,NA,0.813,3,10541.35,10553.35,audio/test2.flac,Alpine,38.76386,-119.69467,2026-03-20,4653
794,Swainson's thrush,Catharus ustulatus,0.761,2,5256.92,5268.92,,Yuba,39.40221,-121.57488,2026-04-19,2452
795,Swainson's thrush,Catharus ustulatus,0.755,1,11757.58,11769.58,,Tulare,36.09902,-118.20774,2026-04-09,2212
796,Woodpecker spp. drum,NA,0.904,1,13787.8,13799.8,audio/test1.flac,Mono,38.43462,-119.0343,2026-01-10,9874
797,Sooty grouse,Dendragapus fuliginosus,0.999,3,11209.69,11221.69,audio/test2.flac,Merced,37.14987,-120.665,2026-02-28,1556
798,Canada goose,Branta canadensis,0.988,2,3496.79,3508.79,audio/test2.flac,Marin,38.07723,-122.81414,2026-02-23,2212
799,Northern flicker series,Colaptes auratus,0.634,1,216.92,228.92,audio/test3.flac,Tuolumne,37.83772,-119.95884,2026-04-24,9874
800,Olive-sided flycatcher,Contopus cooperi,0.904,3,9067.32,9079.32,audio/test1.flac,Yolo,38.48133,-122.04902,2026-03-22,1556
801,Northern flicker 'skew',Colaptes auratus,0.69,3,7538.3,7550.3,audio/test3.flac,Mendocino,39.4643,-123.77565,2026-03-15,1556
802,Downy woodpecker call,Dryobates pubescens,0.527,2,6914.45,6926.45,audio/test2.flac,Alpine,38.55887,-119.97218,2026-01-25,2212
803,Swainson's thrush,Catharus ustulatus,0.704,3,1623.74,1635.74,audio/test1.flac,Napa,38.71515,-122.63046,2026-04-02,2452
804,Woodpecker spp. drum,NA,0.798,1,4771.24,4783.24,audio/test2.flac,Glenn,39.44603,-122.15249,2026-03-31,3332
805,Common raven,Corvus corax,0.921,1,7716.59,7728.59,,Orange,33.94876,-117.62971,2026-02-19,9874
806,Woodpecker spp. drum,NA,0.595,3,1335.35,1347.35,,Santa Barbara,34.38273,-120.38638,2026-03-05,3332
807,Common raven,Corvus corax,0.82,1,11635.26,11647.26,audio/test3.flac,Riverside,33.48325,-115.89146,2026-02-21,2452
808,Sooty grouse,Dendragapus fuliginosus,0.999,3,6710.8,6722.8,,Tehama,40.09227,-122.78281,2026-02-01,3332
809,Hermit thrush,Catharus guttatus,0.999,3,8551.43,8563.43,audio/test2.flac,Yuba,39.59108,-121.44522,2026-01-19,2452
810,Downy woodpecker call,Dryobates pubescens,0.761,3,10246.61,10258.61,audio/test3.flac,Los Angeles,34.20818,-118.87358,2026-03-25,2212
811,Northern flicker 'skew',Colaptes auratus,0.646,3,11506.32,11518.32,audio/test2.flac,Merced,36.75731,-120.65111,2026-03-30,4653
812,Woodpecker spp. drum,NA,0.926,2,503.28,515.28,audio/test2.flac,Contra Costa,38.03434,-122.30354,2026-01-01,2452
813,Steller's jay,Cyanocitta stelleri,0.831,2,4139.63,4151.63,audio/test2.flac,Placer,39.02182,-121.18647,2026-04-25,1334
814,Common raven,Corvus corax,0.966,1,5829.99,5841.99,audio/test1.flac,Amador,38.4464,-120.54419,2026-04-07,9874
815,Marbled murrelet,Brachyramphus marmoratus,0.738,2,10846.97,10858.97,audio/test2.flac,Amador,38.17071,-121.00485,2026-04-21,4653
816,Sooty grouse,Dendragapus fuliginosus,0.871,2,1095.48,1107.48,audio/test2.flac,Inyo,36.51109,-116.97251,2026-04-09,1556
817,Great horned owl,Bubo virginianus,0.66,1,10530.47,10542.47,audio/test2.flac,San Luis Obispo,35.73569,-120.40202,2026-04-24,1556
818,Wrentit,Chamaea fasciata,0.464,2,11843.83,11855.83,,Kings,36.34151,-119.67009,2026-01-14,1334
819,Dog barks,NA,0.289,3,9994.23,10006.23,audio/test3.flac,San Benito,36.46809,-120.98824,2026-04-10,1556
820,Woodpecker spp. drum,NA,0.807,1,7591.72,7603.72,audio/test1.flac,Contra Costa,38.00064,-122.23162,2026-02-24,2452
821,Woodpecker spp. drum,NA,0.727,1,5160.17,5172.17,audio/test3.flac,Contra Costa,37.95426,-121.67157,2026-01-29,1334
822,Wrentit,Chamaea fasciata,0.818,3,10325.26,10337.26,audio/test2.flac,Humboldt,40.54928,-123.57993,2026-01-23,1556
823,Olive-sided flycatcher,Contopus cooperi,0.693,3,13057.74,13069.74,audio/test3.flac,Los Angeles,34.44423,-118.43935,2026-04-13,1334
824,Olive-sided flycatcher,Contopus cooperi,0.792,1,8289.71,8301.71,audio/test3.flac,Siskiyou,41.46976,-122.4194,2026-03-31,1334
825,Great horned owl,Bubo virginianus,0.554,2,7420.49,7432.49,audio/test2.flac,Sierra,39.7736,-120.9064,2026-03-08,2452
826,Northern flicker 'skew',Colaptes auratus,0.773,2,46.59,58.59,audio/test1.flac,Merced,37.05615,-120.34881,2026-03-01,4653
827,Common nighthawk call,Chordeiles minor,0.999,2,12347.39,12359.39,audio/test2.flac,San Bernardino,34.90701,-115.44213,2026-01-07,2452
828,Northern flicker series,Colaptes auratus,0.87,2,9941.06,9953.06,,Tulare,36.60196,-119.33377,2026-03-13,9874
829,Common nighthawk boom,Chordeiles minor,0.905,1,12800.6,12812.6,audio/test1.flac,San Joaquin,38.19581,-121.41851,2026-02-01,4653
830,Wrentit,Chamaea fasciata,0.69,1,9116.0,9128.0,audio/test3.flac,San Diego,33.26517,-116.54582,2026-04-28,2212
831,Common raven,Corvus corax,0.846,3,3055.85,3067.85,,Colusa,39.40355,-122.5374,2026-04-19,2212
832,Swainson's thrush,Catharus ustulatus,0.975,3,11404.99,11416.99,audio/test2.flac,San Diego,32.58826,-116.7748,2026-01-16,3332
833,Great horned owl,Bubo virginianus,0.304,3,6908.5,6920.5,audio/test3.flac,San Bernardino,34.46626,-116.90252,2026-02-28,1334
834,Great horned owl,Bubo virginianus,0.479,3,13749.94,13761.94,,Alpine,38.75139,-119.84667,2026-01-18,3332
835,Downy woodpecker call,Dryobates pubescens,0.534,3,9115.08,9127.08,audio/test2.flac,Colusa,39.51819,-121.87771,2026-04-13,2212
836,Marbled murrelet,Brachyramphus marmoratus,0.778,1,389.24,401.24,audio/test1.flac,Fresno,37.56009,-120.89204,2026-03-01,1213
837,Steller's jay,Cyanocitta stelleri,0.702,3,4860.19,4872.19,audio/test3.flac,Sacramento,38.07181,-121.27541,2026-03-27,2212
838,Northern saw-whet owl,Aegolius acadicus,0.503,1,13831.51,13843.51,,Calaveras,37.90928,-120.42477,2026-03-09,1213
839,Northern flicker 'skew',Colaptes auratus,0.693,2,1112.88,1124.88,,Santa Barbara,34.46889,-119.9655,2026-03-13,2452
840,Northern flicker series,Colaptes auratus,0.74,3,6593.16,6605.16,audio/test1.flac,Glenn,39.59248,-122.31137,2026-03-18,1334
841,Common nighthawk boom,Chordeiles minor,0.94,3,4527.96,4539.96,,Sierra,39.63453,-120.7022,2026-02-10,1213
842,Wolf howl,Canis lupus,0.701,1,13094.84,13106.84,,Marin,38.15405,-122.95957,2026-04-07,9874
843,Marbled murrelet,Brachyramphus marmoratus,0.777,1,11320.53,11332.53,,San Benito,36.64128,-120.93045,2026-04-25,1556
844,Great horned owl,Bubo virginianus,0.64,2,2604.89,2616.89,,Ventura,34.68739,-119.24007,2026-02-26,1556
845,Steller's jay,Cyanocitta stelleri,0.621,1,7609.42,7621.42,audio/test3.flac,Sacramento,38.17209,-121.33885,2026-03-20,2212
846,Common nighthawk boom,Chordeiles minor,0.794,3,13941.99,13953.99,audio/test2.flac,Humboldt,40.78112,-124.0447,2026-04-15,1556
847,Swainson's thrush,Catharus ustulatus,0.738,2,10210.77,10222.77,,San Diego,32.75902,-117.27105,2026-04-03,4653
848,Swainson's thrush,Catharus ustulatus,0.921,2,10427.31,10439.31,audio/test1.flac,Sacramento,38.60884,-121.79847,2026-04-25,9874
849,Swainson's thrush,Catharus ustulatus,0.999,3,13929.29,13941.29,,Lassen,40.53965,-120.75299,2026-03-06,3332
850,Common raven,Corvus corax,0.999,2,12358.48,12370.48,audio/test1.flac,Los Angeles,34.41162,-118.86767,2026-02-24,1213
851,Downy woodpecker call,Dryobates pubescens,0.484,1,1148.0,1160.0,audio/test2.flac,Placer,38.93562,-120.70936,2026-04-17,9874
852,Downy woodpecker call,Dryobates pubescens,0.608,2,12583.62,12595.62,audio/test3.flac,Plumas,39.92651,-120.42569,2026-04-27,3332
853,Olive-sided flycatcher,Contopus cooperi,0.639,2,4333.35,4345.35,audio/test2.flac,Kern,35.74693,-119.62636,2026-03-12,4653
854,Olive-sided flycatcher,Contopus cooperi,0.999,2,11791.23,11803.23,audio/test3.flac,Sutter,39.13111,-121.37998,2026-02-27,2452
855,Downy woodpecker call,Dryobates pubescens,0.651,3,3679.99,3691.99,audio/test3.flac,San Francisco,37.71922,-122.45467,2026-04-25,2212
856,Marbled murrelet,Brachyramphus marmoratus,0.911,1,1216.17,1228.17,audio/test3.flac,Yolo,38.91335,-121.48246,2026-01-21,1556
857,Marbled murrelet,Brachyramphus marmoratus,0.751,2,2531.41,2543.41,,Amador,38.47523,-120.64104,2026-04-06,1213
858,Steller's jay,Cyanocitta stelleri,0.756,1,6304.63,6316.63,,Yuba,39.117,-121.58943,2026-04-21,3332
859,Olive-sided flycatcher,Contopus cooperi,0.879,1,6137.35,6149.35,audio/test2.flac,Sonoma,38.51004,-123.33859,2026-03-02,4653
860,Wrentit,Chamaea fasciata,0.999,1,6473.8,6485.8,audio/test1.flac,San Diego,33.37591,-117.11708,2026-02-27,4653
861,Woodpecker spp. drum,NA,0.732,1,8561.53,8573.53,audio/test2.flac,Ventura,34.37699,-119.35246,2026-02-03,1334
862,Canada goose,Branta canadensis,0.838,3,11735.6,11747.6,audio/test1.flac,Modoc,41.65002,-120.54335,2026-04-07,4653
863,Northern flicker series,Colaptes auratus,0.78,2,2625.84,2637.84,,San Luis Obispo,35.75177,-120.58075,2026-02-01,9874
864,Wrentit,Chamaea fasciata,0.595,2,2545.46,2557.46,audio/test3.flac,Mariposa,37.31165,-120.25517,2026-04-18,4653
865,Northern flicker 'skew',Colaptes auratus,0.637,3,8266.16,8278.16,audio/test2.flac,Merced,36.99716,-120.27184,2026-03-23,3332
866,Great horned owl,Bubo virginianus,0.408,2,4449.55,4461.55,,Humboldt,40.78758,-124.23259,2026-02-05,2212
867,Common nighthawk boom,Chordeiles minor,0.697,2,13815.22,13827.22,audio/test1.flac,Alpine,38.41723,-120.12445,2026-04-09,2212
868,Marbled murrelet,Brachyramphus marmoratus,0.717,2,2790.97,2802.97,,Orange,33.5083,-117.62664,2026-04-10,1213
869,Marbled murrelet,Brachyramphus marmoratus,0.722,3,2660.8,2672.8,audio/test2.flac,Fresno,36.53016,-120.78287,2026-03-08,9874
870,Sooty grouse,Dendragapus fuliginosus,0.812,1,8909.02,8921.02,,Ventura,34.82859,-119.33904,2026-03-04,1213
871,Common raven,Corvus corax,0.514,3,11360.12,11372.12,audio/test1.flac,Santa Cruz,36.91871,-122.29591,2026-03-22,3332
872,Sooty grouse,Dendragapus fuliginosus,0.88,2,13424.34,13436.34,,Imperial,33.02025,-115.48641,2026-01-31,2212
873,Common raven,Corvus corax,0.754,1,3404.23,3416.23,,Calaveras,37.84563,-120.17584,2026-02-05,9874
874,Northern flicker series,Colaptes auratus,0.883,1,6065.36,6077.36,audio/test1.flac,Glenn,39.72128,-122.47418,2026-02-26,4653
875,Sooty grouse,Dendragapus fuliginosus,0.741,2,1764.55,1776.55,audio/test3.flac,Tehama,40.25489,-122.07648,2026-01-10,1334
876,Great horned owl,Bubo virginianus,0.459,2,5029.74,5041.74,audio/test2.flac,El Dorado,38.80996,-119.97629,2026-04-02,1334
877,Northern flicker series,Colaptes auratus,0.751,2,6801.25,6813.25,audio/test2.flac,Mono,37.39485,-118.47993,2026-02-06,1334
878,Marbled murrelet,Brachyramphus marmoratus,0.828,3,9924.42,9936.42,,Siskiyou,41.46913,-121.69108,2026-01-31,1334
879,Common nighthawk call,Chordeiles minor,0.915,2,13058.71,13070.71,audio/test2.flac,Kern,34.93715,-118.8375,2026-02-04,1556
880,Woodpecker spp. drum,NA,0.806,1,991.48,1003.48,audio/test3.flac,Los Angeles,34.05102,-118.79799,2026-02-12,1334
881,Woodpecker spp. drum,NA,0.591,2,500.73,512.73,,Stanislaus,37.82954,-120.5146,2026-02-10,1334
882,Wrentit,Chamaea fasciata,0.692,1,4488.66,4500.66,audio/test1.flac,Tuolumne,38.0181,-120.44745,2026-04-25,9874
883,Marbled murrelet,Brachyramphus marmoratus,0.775,2,3110.48,3122.48,audio/test1.flac,Santa Barbara,34.36544,-119.88553,2026-03-11,2212
884,Northern flicker series,Colaptes auratus,0.743,1,10221.63,10233.63,audio/test1.flac,Shasta,40.62399,-121.35314,2026-01-11,9874
885,Marbled murrelet,Brachyramphus marmoratus,0.767,2,2436.16,2448.16,audio/test3.flac,Siskiyou,41.32683,-123.25875,2026-01-18,1213
886,Northern flicker series,Colaptes auratus,0.615,1,2322.27,2334.27,audio/test3.flac,Del Norte,41.96909,-124.18479,2026-01-20,9874
887,Wrentit,Chamaea fasciata,0.694,3,14052.54,14064.54,,San Luis Obispo,35.05576,-120.2552,2026-01-30,9874
888,Swainson's thrush,Catharus ustulatus,0.841,3,6525.76,6537.76,,El Dorado,38.58779,-120.61471,2026-02-19,1213
889,Dog barks,NA,0.217,3,14052.34,14064.34,,San Benito,36.42806,-120.90016,2026-03-30,1334
890,Dog barks,NA,0.321,3,1491.28,1503.28,audio/test1.flac,Sutter,39.2359,-121.78699,2026-01-20,9874
891,Woodpecker spp. drum,NA,0.982,2,9347.8,9359.8,audio/test2.flac,Glenn,39.32257,-122.55652,2026-04-01,1556
892,Woodpecker spp. drum,NA,0.921,1,4014.77,4026.77,audio/test2.flac,Contra Costa,37.81178,-122.04977,2026-01-28,4653
893,Woodpecker spp. drum,NA,0.83,3,10054.59,10066.59,audio/test1.flac,Mono,37.57252,-118.94823,2026-01-09,3332
894,Dog barks,NA,0.405,3,3231.36,3243.36,audio/test2.flac,Sonoma,38.75902,-123.04702,2026-02-23,1334
895,Sooty grouse,Dendragapus fuliginosus,0.999,2,11207.95,11219.95,audio/test1.flac,Fresno,36.39301,-119.16221,2026-02-22,9874
896,Northern saw-whet owl,Aegolius acadicus,0.46,1,8023.17,8035.17,audio/test2.flac,San Luis Obispo,35.24845,-120.40957,2026-02-12,9874
897,Wolf howl,Canis lupus,0.745,2,6214.72,6226.72,audio/test3.flac,Sacramento,38.10429,-121.40266,2026-03-11,4653
898,Swainson's thrush,Catharus ustulatus,0.731,3,9317.29,9329.29,,Nevada,39.30443,-120.31415,2026-03-01,2212
899,Hermit thrush,Catharus guttatus,0.764,2,964.67,976.67,audio/test3.flac,Napa,38.46419,-122.38926,2026-02-23,2452
900,Marbled murrelet,Brachyramphus marmoratus,0.727,2,2408.19,2420.19,audio/test1.flac,Stanislaus,37.76981,-121.14028,2026-01-08,4653
901,Northern flicker series,Colaptes auratus,0.444,2,12835.06,12847.06,audio/test3.flac,Trinity,40.25563,-122.58552,2026-01-27,2452
902,Wrentit,Chamaea fasciata,0.674,1,9075.06,9087.06,audio/test3.flac,Humboldt,40.38465,-124.10813,2026-04-17,2212
903,Swainson's thrush,Catharus ustulatus,0.77,2,3188.92,3200.92,audio/test2.flac,Alameda,37.45443,-121.66091,2026-02-23,9874
904,Canada goose,Branta canadensis,0.843,1,12150.42,12162.42,audio/test2.flac,Amador,38.58812,-120.37092,2026-02-19,2212
905,Common raven,Corvus corax,0.999,3,7939.93,7951.93,audio/test2.flac,Orange,33.43461,-117.7203,2026-04-26,1556
906,Northern flicker series,Colaptes auratus,0.731,3,8831.14,8843.14,audio/test3.flac,Glenn,39.514,-122.42319,2026-04-09,2452
907,Northern saw-whet owl,Aegolius acadicus,0.331,2,9981.89,9993.89,audio/test1.flac,Contra Costa,38.06189,-122.27141,2026-03-16,1334
908,Common nighthawk boom,Chordeiles minor,0.735,1,6754.77,6766.77,audio/test1.flac,Los Angeles,34.16582,-117.94572,2026-03-31,9874
909,Woodpecker spp. drum,NA,0.563,1,3231.14,3243.14,audio/test1.flac,Lake,38.94494,-122.80935,2026-01-03,4653
910,Downy woodpecker call,Dryobates pubescens,0.486,1,5892.88,5904.88,,Placer,39.18108,-121.21652,2026-04-20,2452
911,Common nighthawk call,Chordeiles minor,0.785,3,13705.57,13717.57,audio/test3.flac,Glenn,39.59515,-122.55396,2026-04-23,9874
912,Northern flicker 'skew',Colaptes auratus,0.614,2,7619.23,7631.23,audio/test3.flac,Tulare,36.32174,-118.15691,2026-04-08,9874
913,Steller's jay,Cyanocitta stelleri,0.819,3,13985.04,13997.04,audio/test1.flac,Humboldt,41.40582,-123.94047,2026-03-15,4653
914,Great horned owl,Bubo virginianus,0.735,2,4472.25,4484.25,,Inyo,36.99528,-116.83999,2026-02-18,1556
915,Common nighthawk boom,Chordeiles minor,0.908,2,10396.68,10408.68,audio/test2.flac,Riverside,33.72283,-114.7243,2026-03-03,1213
916,Common raven,Corvus corax,0.776,1,10439.35,10451.35,audio/test3.flac,Kern,34.86914,-118.98158,2026-01-01,2212
917,Common nighthawk call,Chordeiles minor,0.652,2,5356.27,5368.27,audio/test2.flac,Madera,37.03362,-120.03728,2026-05-01,1334
918,Northern flicker 'skew',Colaptes auratus,0.72,1,11188.51,11200.51,audio/test3.flac,Kern,35.72952,-119.35876,2026-02-15,2452
919,Hermit thrush,Catharus guttatus,0.615,1,8857.73,8869.73,audio/test1.flac,Modoc,41.69691,-120.32366,2026-02-08,4653
920,Northern saw-whet owl,Aegolius acadicus,0.445,1,10918.34,10930.34,,Alameda,37.87678,-122.27761,2026-04-07,1556
921,Common nighthawk boom,Chordeiles minor,0.659,3,4923.09,4935.09,audio/test1.flac,Sacramento,38.64009,-121.55732,2026-02-19,9874
922,Downy woodpecker call,Dryobates pubescens,0.893,2,6415.89,6427.89,,Mono,37.69315,-119.19692,2026-04-20,2452
923,Common nighthawk boom,Chordeiles minor,0.728,3,10932.69,10944.69,audio/test3.flac,Mendocino,39.21477,-123.57362,2026-04-25,1556
924,Common nighthawk boom,Chordeiles minor,0.828,1,12925.72,12937.72,,Mendocino,38.87403,-123.70205,2026-04-17,1556
925,Wrentit,Chamaea fasciata,0.723,3,5795.85,5807.85,audio/test3.flac,San Benito,36.70084,-121.42971,2026-02-23,1213
926,Wolf howl,Canis lupus,0.667,1,12251.18,12263.18,audio/test3.flac,Sierra,39.68829,-120.1029,2026-03-10,2452
927,Common nighthawk call,Chordeiles minor,0.752,1,12909.28,12921.28,audio/test1.flac,Ventura,34.70134,-119.07809,2026-04-06,9874
928,Canada goose,Branta canadensis,0.926,1,222.93,234.93,audio/test1.flac,Ventura,34.43046,-119.28179,2026-04-05,1334
929,Marbled murrelet,Brachyramphus marmoratus,0.785,1,10377.76,10389.76,audio/test2.flac,Siskiyou,41.26667,-122.76363,2026-03-11,2452
930,Northern flicker 'skew',Colaptes auratus,0.729,3,8643.47,8655.47,audio/test2.flac,Mono,37.6388,-118.48719,2026-04-13,9874
931,Dog barks,NA,0.134,2,6657.47,6669.47,audio/test3.flac,Glenn,39.46352,-122.72028,2026-03-19,2452
932,Common nighthawk boom,Chordeiles minor,0.834,3,5088.73,5100.73,,Mendocino,39.05545,-122.87178,2026-04-25,1556
933,Steller's jay,Cyanocitta stelleri,0.644,3,4780.42,4792.42,audio/test3.flac,Solano,38.31981,-122.23843,2026-01-29,3332
934,Northern flicker 'skew',Colaptes auratus,0.787,1,4665.62,4677.62,,Nevada,39.18221,-120.378,2026-03-04,1556
935,Hermit thrush,Catharus guttatus,0.8,3,1944.99,1956.99,audio/test3.flac,San Diego,33.21573,-116.99131,2026-01-29,1213
936,Canada goose,Branta canadensis,0.814,3,2298.21,2310.21,,Colusa,39.32398,-122.48435,2026-02-04,1334
937,Northern saw-whet owl,Aegolius acadicus,0.474,2,13007.25,13019.25,audio/test3.flac,Lassen,40.68901,-121.08959,2026-02-25,4653
938,Wolf howl,Canis lupus,0.74,2,5331.59,5343.59,audio/test1.flac,Trinity,40.21789,-122.61346,2026-03-04,9874
939,Wrentit,Chamaea fasciata,0.73,3,152.69,164.69,audio/test1.flac,San Benito,36.55371,-121.50565,2026-01-04,2452
940,Downy woodpecker call,Dryobates pubescens,0.445,2,7553.78,7565.78,audio/test3.flac,Mono,37.76226,-118.65474,2026-02-19,2212
941,Wrentit,Chamaea fasciata,0.876,3,1442.02,1454.02,audio/test3.flac,Yolo,38.58546,-121.75205,2026-02-13,2212
942,Great horned owl,Bubo virginianus,0.737,2,804.22,816.22,audio/test1.flac,San Bernardino,35.50125,-116.1532,2026-03-27,4653
943,Common nighthawk call,Chordeiles minor,0.854,2,2991.92,3003.92,audio/test2.flac,Alpine,38.55303,-119.89845,2026-03-28,3332
944,Swainson's thrush,Catharus ustulatus,0.743,2,12464.56,12476.56,audio/test3.flac,Tuolumne,38.03576,-119.23788,2026-04-13,4653
945,Dog barks,NA,0.188,1,12182.23,12194.23,audio/test1.flac,San Bernardino,35.01373,-117.11302,2026-02-21,3332
946,Dog barks,NA,0.349,1,9213.25,9225.25,audio/test1.flac,Santa Cruz,36.90991,-122.18829,2026-04-03,1213
947,Canada goose,Branta canadensis,0.96,2,9152.7,9164.7,,Stanislaus,37.80583,-120.43323,2026-01-22,4653
948,Olive-sided flycatcher,Contopus cooperi,0.814,3,9109.75,9121.75,audio/test1.flac,Sutter,39.27342,-121.37358,2026-04-18,1213
949,Common nighthawk boom,Chordeiles minor,0.985,3,6385.99,6397.99,audio/test1.flac,Monterey,35.8058,-121.07968,2026-03-01,3332
950,Hermit thrush,Catharus guttatus,0.778,3,787.58,799.58,audio/test2.flac,Alpine,38.59006,-119.72307,2026-04-28,1334
951,Hermit thrush,Catharus guttatus,0.718,3,11323.55,11335.55,audio/test1.flac,Kern,34.92488,-117.63742,2026-01-17,3332
952,Common nighthawk call,Chordeiles minor,0.807,3,217.42,229.42,audio/test2.flac,Kings,36.41286,-119.67224,2026-03-21,1334
953,Olive-sided flycatcher,Contopus cooperi,0.999,2,2732.81,2744.81,,Yolo,38.69263,-121.77149,2026-03-10,1334
954,Common raven,Corvus corax,0.672,2,6475.39,6487.39,audio/test1.flac,Tuolumne,38.38642,-120.3562,2026-01-04,3332
955,Great horned owl,Bubo virginianus,0.528,1,6212.3,6224.3,,Colusa,38.96055,-122.29835,2026-04-27,2452
956,Northern saw-whet owl,Aegolius acadicus,0.647,2,13300.73,13312.73,,Kern,35.34657,-119.40456,2026-02-20,1334
957,Wrentit,Chamaea fasciata,0.811,2,4777.59,4789.59,audio/test3.flac,Riverside,34.0187,-116.48183,2026-03-17,1556
